district_id,police_station_id,crime_category_id,crime_registered_date,day_of_week,week_of_year,crime_month,crime_quarter,crime_year,lag_1,lag_7,lag_30,rolling_avg_7,rolling_avg_30,crime_count
46044000000053034,46044000000053566,46044000000056021,2022-06-12,0,23,6,2,2022,,,,5,5,5
46044000000054018,46044000000053514,46044000000053038,2025-04-05,6,14,4,2,2025,,,,4,4,4
46044000000056015,46044000000053581,46044000000052021,2023-06-28,3,26,6,2,2023,,,,5,5,5
46044000000056013,46044000000053497,46044000000058017,2024-01-19,5,3,1,1,2024,,,,5,5,5
46044000000055007,46044000000053547,46044000000055012,2025-09-22,1,39,9,3,2025,,,,5,5,5
46044000000053033,46044000000052461,46044000000058018,2024-09-15,0,37,9,3,2024,,,,4,4,4
46044000000056016,46044000000053613,46044000000052021,2024-10-09,3,41,10,4,2024,,,,5,5,5
46044000000055007,46044000000054514,46044000000053038,2025-08-02,6,31,8,3,2025,,,,4,4,4
46044000000053033,46044000000054514,46044000000053038,2025-03-28,5,13,3,1,2025,,,,3,3,3
46044000000056015,46044000000052567,46044000000053038,2023-11-21,2,47,11,4,2023,,,,5,5,5
46044000000055007,46044000000053547,46044000000058017,2025-09-22,1,39,9,3,2025,,,,5,5,5
46044000000056014,46044000000054503,46044000000053038,2025-05-02,5,18,5,2,2025,,,,4,4,4
46044000000056014,46044000000053586,46044000000053039,2025-12-24,3,52,12,4,2025,,,,5,5,5
46044000000054018,46044000000053514,46044000000055012,2025-04-05,6,14,4,2,2025,,,,5,5,5
46044000000052014,46044000000053533,46044000000052021,2022-11-01,2,44,11,4,2022,,,,5,5,5
46044000000053034,46044000000052444,46044000000053039,2025-09-16,2,38,9,3,2025,,,,5,5,5
46044000000053033,46044000000054514,46044000000056022,2025-03-28,5,13,3,1,2025,,,,5,5,5
46044000000054017,46044000000054489,46044000000055011,2023-02-05,0,5,2,1,2023,,,,5,5,5
46044000000058013,46044000000053563,46044000000056022,2024-04-14,0,15,4,2,2024,,,,3,3,3
46044000000053034,46044000000054491,46044000000053040,2025-12-05,5,49,12,4,2025,,,,4,4,4
46044000000052018,46044000000052562,46044000000058018,2023-06-24,6,25,6,2,2023,,,,5,5,5
46044000000056018,46044000000052499,46044000000058017,2024-09-11,3,37,9,3,2024,,,,3,3,3
46044000000056018,46044000000053560,46044000000056021,2022-07-12,2,28,7,3,2022,,,,5,5,5
46044000000056016,46044000000053546,46044000000056021,2023-08-16,3,33,8,3,2023,,,,5,5,5
46044000000054018,46044000000053514,46044000000058017,2025-04-05,6,14,4,2,2025,,,,5,5,5
46044000000058013,46044000000052511,46044000000057008,2022-08-24,3,34,8,3,2022,,,,5,5,5
46044000000055006,46044000000053492,46044000000053038,2024-06-09,0,23,6,2,2024,,,,5,5,5
46044000000054015,46044000000052519,46044000000055011,2025-03-23,0,12,3,1,2025,,,,5,5,5
46044000000058013,46044000000053531,46044000000054027,2023-01-04,3,1,1,1,2023,,,,5,5,5
46044000000057004,46044000000052549,46044000000056022,2025-05-01,4,18,5,2,2025,,,,3,3,3
46044000000052018,46044000000052513,46044000000053040,2022-07-18,1,29,7,3,2022,,,,4,4,4
46044000000053032,46044000000053528,46044000000054027,2022-10-09,0,40,10,4,2022,,,,5,5,5
46044000000056017,46044000000052466,46044000000052021,2025-10-10,5,41,10,4,2025,,,,5,5,5
46044000000056013,46044000000052500,46044000000053040,2025-04-19,6,16,4,2,2025,,,,5,5,5
46044000000056016,46044000000053613,46044000000054027,2024-10-09,3,41,10,4,2024,,,,5,5,5
46044000000058014,46044000000052532,46044000000054027,2024-08-03,6,31,8,3,2024,,,,5,5,5
46044000000052018,46044000000053526,46044000000057008,2024-01-16,2,3,1,1,2024,,,,4,4,4
46044000000053032,46044000000052553,46044000000054027,2023-11-03,5,44,11,4,2023,,,,5,5,5
46044000000055007,46044000000052464,46044000000053038,2024-11-15,5,46,11,4,2024,,,,5,5,5
46044000000057006,46044000000053532,46044000000054027,2024-10-09,3,41,10,4,2024,,,,4,4,4
46044000000053031,46044000000053581,46044000000053038,2023-10-23,1,43,10,4,2023,,,,5,5,5
46044000000054018,46044000000052538,46044000000055011,2025-12-06,6,49,12,4,2025,,,,5,5,5
46044000000054015,46044000000053565,46044000000055011,2024-04-18,4,16,4,2,2024,,,,5,5,5
46044000000057006,46044000000052554,46044000000058018,2024-12-02,1,49,12,4,2024,,,,4,4,4
46044000000053031,46044000000053576,46044000000056021,2024-08-05,1,32,8,3,2024,,,,2,2,2
46044000000054018,46044000000053609,46044000000057008,2022-09-22,4,38,9,3,2022,,,,5,5,5
46044000000055009,46044000000053576,46044000000054027,2025-06-16,1,25,6,2,2025,,,,5,5,5
46044000000056013,46044000000052472,46044000000053039,2025-12-08,1,50,12,4,2025,,,,3,3,3
46044000000054018,46044000000052454,46044000000053039,2023-11-07,2,45,11,4,2023,,,,4,4,4
46044000000058014,46044000000052562,46044000000054027,2025-10-28,2,44,10,4,2025,,,,5,5,5
46044000000055008,46044000000053585,46044000000056021,2025-09-20,6,38,9,3,2025,,,,3,3,3
46044000000057003,46044000000054513,46044000000058018,2023-10-13,5,41,10,4,2023,,,,10,10,10
46044000000057003,46044000000054513,46044000000058018,2024-09-17,2,38,9,3,2024,10,,,52.5,52.5,5
46044000000054016,46044000000052568,46044000000056021,2022-03-23,3,12,3,1,2022,,,,4,4,4
46044000000054016,46044000000052568,46044000000056021,2024-08-09,5,32,8,3,2024,4,,,24,24,8
46044000000058015,46044000000053582,46044000000055012,2025-10-04,6,40,10,4,2025,,,,5,5,5
46044000000056014,46044000000053510,46044000000053039,2024-05-17,5,20,5,2,2024,,,,5,5,5
46044000000053032,46044000000053528,46044000000056021,2022-10-09,0,40,10,4,2022,,,,5,5,5
46044000000053034,46044000000053526,46044000000055012,2022-03-04,5,9,3,1,2022,,,,5,5,5
46044000000058013,46044000000054500,46044000000053040,2023-02-21,2,8,2,1,2023,,,,5,5,5
46044000000056018,46044000000052465,46044000000055012,2024-03-21,4,12,3,1,2024,,,,3,3,3
46044000000055009,46044000000052563,46044000000058017,2025-07-06,0,27,7,3,2025,,,,4,4,4
46044000000052014,46044000000054519,46044000000055012,2023-09-17,0,37,9,3,2023,,,,5,5,5
46044000000052018,46044000000054496,46044000000053038,2024-09-21,6,38,9,3,2024,,,,3,3,3
46044000000055009,46044000000054493,46044000000058018,2025-03-19,3,12,3,1,2025,,,,3,3,3
46044000000056014,46044000000053608,46044000000058017,2023-05-09,2,19,5,2,2023,,,,3,3,3
46044000000055006,46044000000052554,46044000000055012,2025-08-25,1,35,8,3,2025,,,,2,2,2
46044000000058014,46044000000054505,46044000000053040,2022-01-06,4,1,1,1,2022,,,,5,5,5
46044000000054018,46044000000052518,46044000000055011,2022-02-16,3,7,2,1,2022,,,,4,4,4
46044000000055007,46044000000052464,46044000000058018,2024-11-15,5,46,11,4,2024,,,,5,5,5
46044000000056014,46044000000053589,46044000000056022,2022-03-03,4,9,3,1,2022,,,,5,5,5
46044000000053034,46044000000053571,46044000000058018,2022-07-25,1,30,7,3,2022,,,,5,5,5
46044000000054018,46044000000052538,46044000000053038,2025-12-06,6,49,12,4,2025,,,,5,5,5
46044000000052016,46044000000052563,46044000000055012,2022-04-28,4,17,4,2,2022,,,,3,3,3
46044000000052017,46044000000054491,46044000000054027,2024-04-21,0,16,4,2,2024,,,,4,4,4
46044000000053033,46044000000052457,46044000000056022,2025-10-12,0,41,10,4,2025,,,,5,5,5
46044000000058014,46044000000052532,46044000000057008,2024-08-03,6,31,8,3,2024,,,,5,5,5
46044000000052017,46044000000054491,46044000000058018,2024-04-21,0,16,4,2,2024,,,,4,4,4
46044000000057006,46044000000052450,46044000000055012,2023-08-02,3,31,8,3,2023,,,,5,5,5
46044000000056018,46044000000053535,46044000000053038,2024-08-02,5,31,8,3,2024,,,,5,5,5
46044000000057004,46044000000052510,46044000000055011,2023-11-10,5,45,11,4,2023,,,,5,5,5
46044000000055007,46044000000053505,46044000000058017,2022-10-26,3,43,10,4,2022,,,,5,5,5
46044000000056017,46044000000053523,46044000000056021,2023-05-01,1,18,5,2,2023,,,,4,4,4
46044000000053034,46044000000054494,46044000000053040,2022-08-04,4,31,8,3,2022,,,,4,4,4
46044000000054015,46044000000052519,46044000000058017,2025-03-23,0,12,3,1,2025,,,,4,4,4
46044000000057006,46044000000052450,46044000000057008,2023-08-02,3,31,8,3,2023,,,,5,5,5
46044000000058013,46044000000053504,46044000000056021,2022-11-21,1,47,11,4,2022,,,,5,5,5
46044000000052014,46044000000053511,46044000000056021,2023-08-25,5,34,8,3,2023,,,,5,5,5
46044000000056018,46044000000053543,46044000000053039,2023-02-01,3,5,2,1,2023,,,,5,5,5
46044000000053031,46044000000052578,46044000000053040,2024-03-17,0,11,3,1,2024,,,,5,5,5
46044000000058012,46044000000053607,46044000000055012,2025-08-06,3,32,8,3,2025,,,,5,5,5
46044000000054018,46044000000053575,46044000000058018,2025-11-01,6,44,11,4,2025,,,,4,4,4
46044000000058011,46044000000053598,46044000000055012,2024-05-23,4,21,5,2,2024,,,,4,4,4
46044000000056016,46044000000052574,46044000000053038,2023-03-25,6,12,3,1,2023,,,,3,3,3
46044000000057006,46044000000053599,46044000000058018,2024-06-23,0,25,6,2,2024,,,,2,2,2
46044000000054018,46044000000054495,46044000000056022,2024-12-10,2,50,12,4,2024,,,,4,4,4
46044000000055009,46044000000052550,46044000000055011,2023-03-05,0,9,3,1,2023,,,,5,5,5
46044000000057003,46044000000053510,46044000000052021,2023-11-22,3,47,11,4,2023,,,,4,4,4
46044000000053033,46044000000053615,46044000000053039,2024-03-02,6,9,3,1,2024,,,,5,5,5
46044000000057004,46044000000053519,46044000000053040,2023-02-11,6,6,2,1,2023,,,,5,5,5
46044000000057003,46044000000054517,46044000000056022,2025-02-16,0,7,2,1,2025,,,,5,5,5
46044000000055007,46044000000052464,46044000000052021,2024-11-15,5,46,11,4,2024,,,,5,5,5
46044000000055007,46044000000054514,46044000000053040,2025-08-02,6,31,8,3,2025,,,,3,3,3
46044000000057006,46044000000053599,46044000000054027,2024-06-23,0,25,6,2,2024,,,,3,3,3
46044000000052018,46044000000052533,46044000000058018,2023-12-06,3,49,12,4,2023,,,,5,5,5
46044000000053034,46044000000054494,46044000000055012,2022-08-04,4,31,8,3,2022,,,,5,5,5
46044000000052016,46044000000052531,46044000000055012,2022-02-25,5,8,2,1,2022,,,,5,5,5
46044000000056018,46044000000053543,46044000000058017,2023-02-01,3,5,2,1,2023,,,,4,4,4
46044000000053033,46044000000053615,46044000000053038,2024-03-02,6,9,3,1,2024,,,,3,3,3
46044000000057004,46044000000053538,46044000000058018,2024-02-24,6,8,2,1,2024,,,,5,5,5
46044000000057003,46044000000054517,46044000000053039,2025-02-16,0,7,2,1,2025,,,,5,5,5
46044000000055006,46044000000054505,46044000000055011,2022-06-28,2,26,6,2,2022,,,,5,5,5
46044000000053033,46044000000053615,46044000000058017,2024-03-02,6,9,3,1,2024,,,,3,3,3
46044000000056017,46044000000053515,46044000000054027,2022-09-16,5,37,9,3,2022,,,,5,5,5
46044000000055006,46044000000052460,46044000000053038,2024-02-20,2,8,2,1,2024,,,,4,4,4
46044000000057004,46044000000053512,46044000000054027,2025-07-21,1,30,7,3,2025,,,,5,5,5
46044000000057004,46044000000053512,46044000000053040,2025-07-21,1,30,7,3,2025,,,,2,2,2
46044000000058014,46044000000052535,46044000000053038,2025-12-08,1,50,12,4,2025,,,,5,5,5
46044000000054018,46044000000052518,46044000000052021,2022-02-16,3,7,2,1,2022,,,,3,3,3
46044000000056016,46044000000052529,46044000000053039,2022-10-20,4,42,10,4,2022,,,,5,5,5
46044000000058014,46044000000052446,46044000000058017,2025-05-11,0,19,5,2,2025,,,,5,5,5
46044000000055006,46044000000053524,46044000000055011,2024-02-27,2,9,2,1,2024,,,,25,25,25
46044000000053034,46044000000052475,46044000000053039,2022-04-01,5,13,4,2,2022,,,,32,32,32
46044000000056016,46044000000052516,46044000000053040,2025-06-06,5,23,6,2,2025,,,,32,32,32
46044000000057004,46044000000053537,46044000000053039,2025-01-13,1,3,1,1,2025,,,,12,12,12
46044000000055006,46044000000052571,46044000000053038,2022-09-24,6,38,9,3,2022,,,,22,22,22
46044000000056013,46044000000054492,46044000000054027,2025-03-05,3,10,3,1,2025,,,,38,38,38
46044000000052018,46044000000052513,46044000000053039,2025-12-07,0,49,12,4,2025,,,,27,27,27
46044000000058012,46044000000052558,46044000000056022,2025-05-23,5,21,5,2,2025,,,,27,27,27
46044000000056015,46044000000052525,46044000000055012,2022-06-23,4,25,6,2,2022,,,,20,20,20
46044000000052014,46044000000053567,46044000000053040,2025-02-10,1,7,2,1,2025,,,,23,23,23
46044000000056014,46044000000053577,46044000000053038,2022-07-07,4,27,7,3,2022,,,,14,14,14
46044000000057005,46044000000053551,46044000000058018,2025-01-24,5,4,1,1,2025,,,,26,26,26
46044000000055008,46044000000052498,46044000000053040,2024-02-22,4,8,2,1,2024,,,,36,36,36
46044000000053032,46044000000053528,46044000000057008,2022-10-09,0,40,10,4,2022,,,,22,22,22
46044000000053034,46044000000052521,46044000000057008,2024-07-24,3,30,7,3,2024,,,,32,32,32
46044000000057005,46044000000052544,46044000000053039,2024-11-11,1,46,11,4,2024,,,,27,27,27
46044000000054016,46044000000053595,46044000000053038,2023-07-24,1,30,7,3,2023,,,,10,10,10
46044000000052016,46044000000053506,46044000000054027,2025-10-06,1,41,10,4,2025,,,,6,6,6
46044000000056016,46044000000053551,46044000000054027,2025-12-13,6,50,12,4,2025,,,,10,10,10
46044000000058011,46044000000053585,46044000000053040,2022-02-02,3,5,2,1,2022,,,,8,8,8
46044000000057003,46044000000053581,46044000000052021,2024-12-16,1,51,12,4,2024,,,,7,7,7
46044000000058013,46044000000053503,46044000000058017,2024-09-10,2,37,9,3,2024,,,,10,10,10
46044000000058015,46044000000052541,46044000000053038,2022-08-21,0,33,8,3,2022,,,,8,8,8
46044000000052016,46044000000052557,46044000000052021,2022-04-16,6,15,4,2,2022,,,,9,9,9
46044000000058012,46044000000052471,46044000000052021,2025-04-01,2,14,4,2,2025,,,,7,7,7
46044000000055008,46044000000053575,46044000000053039,2023-02-28,2,9,2,1,2023,,,,10,10,10
46044000000055009,46044000000052453,46044000000056021,2023-11-25,6,47,11,4,2023,,,,8,8,8
46044000000053032,46044000000052512,46044000000055012,2025-11-15,6,46,11,4,2025,,,,32,32,32
46044000000056016,46044000000052508,46044000000055012,2025-11-13,4,46,11,4,2025,,,,50,50,50
46044000000053032,46044000000053510,46044000000055011,2023-06-01,4,22,6,2,2023,,,,46,46,46
46044000000056013,46044000000052576,46044000000056022,2022-05-21,6,20,5,2,2022,,,,12,12,12
46044000000057005,46044000000052549,46044000000054027,2023-02-27,1,9,2,1,2023,,,,21,21,21
46044000000053034,46044000000054518,46044000000058017,2022-04-22,5,16,4,2,2022,,,,32,32,32
46044000000052016,46044000000053525,46044000000053038,2023-02-24,5,8,2,1,2023,,,,35,35,35
46044000000054018,46044000000052495,46044000000056022,2025-06-13,5,24,6,2,2025,,,,46,46,46
46044000000053031,46044000000052526,46044000000055011,2022-10-16,0,41,10,4,2022,,,,22,22,22
46044000000057003,46044000000053511,46044000000058017,2022-12-13,2,50,12,4,2022,,,,36,36,36
46044000000054017,46044000000054497,46044000000052021,2022-06-23,4,25,6,2,2022,,,,23,23,23
46044000000054015,46044000000052451,46044000000053039,2022-04-02,6,13,4,2,2022,,,,36,36,36
46044000000057006,46044000000054492,46044000000053040,2025-03-18,2,12,3,1,2025,,,,23,23,23
46044000000055008,46044000000052519,46044000000055011,2023-03-11,6,10,3,1,2023,,,,12,12,12
46044000000056016,46044000000053546,46044000000058018,2023-08-16,3,33,8,3,2023,,,,20,20,20
46044000000056016,46044000000052515,46044000000053038,2023-12-22,5,51,12,4,2023,,,,15,15,15
46044000000052018,46044000000053525,46044000000056021,2025-05-08,4,19,5,2,2025,,,,28,28,28
46044000000054016,46044000000053554,46044000000058017,2024-01-26,5,4,1,1,2024,,,,20,20,20
46044000000055006,46044000000053530,46044000000058017,2024-12-14,6,50,12,4,2024,,,,40,40,40
46044000000057004,46044000000052523,46044000000054027,2022-08-16,2,33,8,3,2022,,,,20,20,20
46044000000053033,46044000000054500,46044000000053040,2025-05-10,6,19,5,2,2025,,,,25,25,25
46044000000054017,46044000000053616,46044000000056022,2024-08-17,6,33,8,3,2024,,,,17,17,17
46044000000053034,46044000000053508,46044000000053039,2023-06-06,2,23,6,2,2023,,,,25,25,25
46044000000055008,46044000000053607,46044000000053040,2023-07-02,0,26,7,3,2023,,,,46,46,46
46044000000054016,46044000000053603,46044000000056022,2024-12-21,6,51,12,4,2024,,,,18,18,18
46044000000054016,46044000000053515,46044000000055011,2022-09-28,3,39,9,3,2022,,,,25,25,25
46044000000058014,46044000000052515,46044000000058017,2024-03-13,3,11,3,1,2024,,,,25,25,25
46044000000055007,46044000000052514,46044000000053040,2022-04-14,4,15,4,2,2022,,,,44,44,44
46044000000054016,46044000000052560,46044000000058017,2022-12-13,2,50,12,4,2022,,,,18,18,18
46044000000054017,46044000000053584,46044000000056022,2023-07-03,1,27,7,3,2023,,,,47,47,47
46044000000056013,46044000000052547,46044000000053039,2025-10-22,3,43,10,4,2025,,,,49,49,49
46044000000055007,46044000000053509,46044000000057008,2024-08-17,6,33,8,3,2024,,,,42,42,42
46044000000057006,46044000000053496,46044000000057008,2025-11-26,3,48,11,4,2025,,,,12,12,12
46044000000057004,46044000000053503,46044000000052021,2024-01-28,0,4,1,1,2024,,,,28,28,28
46044000000056017,46044000000052541,46044000000055011,2024-11-17,0,46,11,4,2024,,,,14,14,14
46044000000054017,46044000000052452,46044000000058018,2025-02-25,2,9,2,1,2025,,,,42,42,42
46044000000053032,46044000000052470,46044000000056022,2023-01-07,6,1,1,1,2023,,,,50,50,50
46044000000057004,46044000000052541,46044000000056022,2022-12-02,5,48,12,4,2022,,,,20,20,20
46044000000053032,46044000000054501,46044000000053040,2025-04-20,0,16,4,2,2025,,,,31,31,31
46044000000055008,46044000000052550,46044000000058018,2025-09-24,3,39,9,3,2025,,,,26,26,26
46044000000055006,46044000000052537,46044000000053038,2023-04-20,4,16,4,2,2023,,,,24,24,24
46044000000052017,46044000000053598,46044000000058017,2024-03-10,0,10,3,1,2024,,,,30,30,30
46044000000052014,46044000000052449,46044000000054027,2022-07-21,4,29,7,3,2022,,,,13,13,13
46044000000057004,46044000000053519,46044000000053038,2025-04-07,1,15,4,2,2025,,,,20,20,20
46044000000055008,46044000000053579,46044000000056022,2022-12-14,3,50,12,4,2022,,,,21,21,21
46044000000058013,46044000000053493,46044000000055011,2022-03-28,1,13,3,1,2022,,,,18,18,18
46044000000058015,46044000000052576,46044000000058017,2024-05-17,5,20,5,2,2024,,,,12,12,12
46044000000055007,46044000000052489,46044000000058017,2022-01-20,4,3,1,1,2022,,,,22,22,22
46044000000058014,46044000000053497,46044000000053040,2024-09-12,4,37,9,3,2024,,,,28,28,28
46044000000057004,46044000000052491,46044000000052021,2024-10-01,2,40,10,4,2024,,,,23,23,23
46044000000056018,46044000000052578,46044000000055012,2024-01-24,3,4,1,1,2024,,,,19,19,19
46044000000056018,46044000000052496,46044000000055011,2023-03-04,6,9,3,1,2023,,,,45,45,45
46044000000058012,46044000000052491,46044000000053040,2025-02-22,6,8,2,1,2025,,,,24,24,24
46044000000055008,46044000000053567,46044000000055011,2024-09-10,2,37,9,3,2024,,,,28,28,28
46044000000054018,46044000000052468,46044000000054027,2024-02-27,2,9,2,1,2024,,,,29,29,29
46044000000054016,46044000000053511,46044000000052021,2022-01-07,5,1,1,1,2022,,,,18,18,18
46044000000055006,46044000000054511,46044000000053038,2025-06-21,6,25,6,2,2025,,,,32,32,32
46044000000058011,46044000000054502,46044000000055012,2022-06-04,6,22,6,2,2022,,,,31,31,31
46044000000055008,46044000000053522,46044000000056022,2025-12-09,2,50,12,4,2025,,,,41,41,41
46044000000053032,46044000000053610,46044000000058018,2022-03-10,4,10,3,1,2022,,,,15,15,15
46044000000054016,46044000000052491,46044000000056022,2024-04-16,2,16,4,2,2024,,,,12,12,12
46044000000056016,46044000000053515,46044000000055012,2022-08-16,2,33,8,3,2022,,,,19,19,19
46044000000056017,46044000000053607,46044000000053038,2025-04-09,3,15,4,2,2025,,,,15,15,15
46044000000055009,46044000000052568,46044000000058018,2024-01-02,2,1,1,1,2024,,,,13,13,13
46044000000058014,46044000000053590,46044000000053039,2022-09-28,3,39,9,3,2022,,,,39,39,39
46044000000053032,46044000000053522,46044000000053038,2024-08-09,5,32,8,3,2024,,,,26,26,26
46044000000058013,46044000000053493,46044000000054027,2022-03-28,1,13,3,1,2022,,,,33,33,33
46044000000057004,46044000000052523,46044000000053038,2022-08-16,2,33,8,3,2022,,,,20,20,20
46044000000056013,46044000000052494,46044000000055012,2025-03-04,2,10,3,1,2025,,,,25,25,25
46044000000058015,46044000000052500,46044000000052021,2022-01-22,6,3,1,1,2022,,,,30,30,30
46044000000053033,46044000000052492,46044000000058017,2024-08-02,5,31,8,3,2024,,,,16,16,16
46044000000052018,46044000000054496,46044000000056021,2024-09-21,6,38,9,3,2024,,,,36,36,36
46044000000057004,46044000000054489,46044000000053039,2025-05-22,4,21,5,2,2025,,,,47,47,47
46044000000057004,46044000000053602,46044000000053038,2023-10-13,5,41,10,4,2023,,,,34,34,34
46044000000053034,46044000000052465,46044000000056021,2023-09-07,4,36,9,3,2023,,,,23,23,23
46044000000058013,46044000000052525,46044000000058017,2022-08-27,6,34,8,3,2022,,,,24,24,24
46044000000052017,46044000000052575,46044000000056021,2024-02-21,3,8,2,1,2024,,,,15,15,15
46044000000055008,46044000000052566,46044000000052021,2022-12-17,6,50,12,4,2022,,,,41,41,41
46044000000053033,46044000000053589,46044000000055012,2023-10-02,1,40,10,4,2023,,,,33,33,33
46044000000055008,46044000000053535,46044000000053039,2024-04-11,4,15,4,2,2024,,,,20,20,20
46044000000055009,46044000000053583,46044000000053040,2022-06-24,5,25,6,2,2022,,,,19,19,19
46044000000053031,46044000000052494,46044000000056021,2024-05-05,0,18,5,2,2024,,,,40,40,40
46044000000056015,46044000000053603,46044000000052021,2023-01-26,4,4,1,1,2023,,,,38,38,38
46044000000054018,46044000000052519,46044000000052021,2023-08-18,5,33,8,3,2023,,,,34,34,34
46044000000058014,46044000000052506,46044000000058018,2022-02-07,1,6,2,1,2022,,,,50,50,50
46044000000055009,46044000000053522,46044000000052021,2024-12-13,5,50,12,4,2024,,,,49,49,49
46044000000053031,46044000000053583,46044000000058018,2022-10-25,2,43,10,4,2022,,,,31,31,31
46044000000054017,46044000000052573,46044000000052021,2025-03-20,4,12,3,1,2025,,,,22,22,22
46044000000056015,46044000000053615,46044000000053038,2024-10-02,3,40,10,4,2024,,,,14,14,14
46044000000056013,46044000000053537,46044000000054027,2024-07-20,6,29,7,3,2024,,,,35,35,35
46044000000054015,46044000000052573,46044000000053039,2022-12-01,4,48,12,4,2022,,,,21,21,21
46044000000054017,46044000000052458,46044000000057008,2025-10-15,3,42,10,4,2025,,,,43,43,43
46044000000058011,46044000000052451,46044000000058018,2022-09-15,4,37,9,3,2022,,,,33,33,33
46044000000053034,46044000000054516,46044000000054027,2022-12-18,0,50,12,4,2022,,,,16,16,16
46044000000058012,46044000000052524,46044000000058018,2022-02-07,1,6,2,1,2022,,,,14,14,14
46044000000057003,46044000000052458,46044000000053039,2025-01-22,3,4,1,1,2025,,,,50,50,50
46044000000056014,46044000000052571,46044000000055011,2022-01-06,4,1,1,1,2022,,,,77,77,77
46044000000056017,46044000000054501,46044000000054027,2022-03-02,3,9,3,1,2022,,,,65,65,65
46044000000053032,46044000000052482,46044000000058017,2024-10-24,4,43,10,4,2024,,,,55,55,55
46044000000054016,46044000000054499,46044000000058018,2023-01-03,2,1,1,1,2023,,,,72,72,72
46044000000056013,46044000000053555,46044000000055012,2025-07-17,4,29,7,3,2025,,,,34,34,34
46044000000055006,46044000000054491,46044000000055012,2024-01-02,2,1,1,1,2024,,,,20,20,20
46044000000055008,46044000000053515,46044000000052021,2025-03-21,5,12,3,1,2025,,,,20,20,20
46044000000056014,46044000000053535,46044000000052021,2023-08-13,0,32,8,3,2023,,,,28,28,28
46044000000055007,46044000000053502,46044000000057008,2025-01-27,1,5,1,1,2025,,,,23,23,23
46044000000056014,46044000000053589,46044000000053038,2022-03-03,4,9,3,1,2022,,,,50,50,50
46044000000058015,46044000000052526,46044000000053039,2022-07-18,1,29,7,3,2022,,,,36,36,36
46044000000052016,46044000000052541,46044000000057008,2025-07-22,2,30,7,3,2025,,,,17,17,17
46044000000054016,46044000000054494,46044000000053040,2022-10-11,2,41,10,4,2022,,,,24,24,24
46044000000055009,46044000000053522,46044000000055011,2023-12-22,5,51,12,4,2023,,,,15,15,15
46044000000053031,46044000000052523,46044000000056022,2025-09-05,5,36,9,3,2025,,,,18,18,18
46044000000058012,46044000000053570,46044000000058017,2024-07-22,1,30,7,3,2024,,,,23,23,23
46044000000053031,46044000000052476,46044000000054027,2022-04-21,4,16,4,2,2022,,,,42,42,42
46044000000054016,46044000000052505,46044000000056022,2023-08-18,5,33,8,3,2023,,,,35,35,35
46044000000058015,46044000000053563,46044000000052021,2022-03-15,2,11,3,1,2022,,,,21,21,21
46044000000055009,46044000000053517,46044000000056022,2024-06-16,0,24,6,2,2024,,,,28,28,28
46044000000056016,46044000000052499,46044000000055012,2025-02-22,6,8,2,1,2025,,,,45,45,45
46044000000056014,46044000000054487,46044000000056021,2022-12-01,4,48,12,4,2022,,,,48,48,48
46044000000056015,46044000000053548,46044000000053039,2025-06-02,1,23,6,2,2025,,,,32,32,32
46044000000053033,46044000000052481,46044000000052021,2025-01-08,3,2,1,1,2025,,,,25,25,25
46044000000055009,46044000000052478,46044000000054027,2024-11-26,2,48,11,4,2024,,,,38,38,38
46044000000058012,46044000000053546,46044000000058018,2023-01-13,5,2,1,1,2023,,,,20,20,20
46044000000058014,46044000000052550,46044000000058017,2024-09-11,3,37,9,3,2024,,,,19,19,19
46044000000056018,46044000000053494,46044000000053039,2024-11-18,1,47,11,4,2024,,,,29,29,29
46044000000054016,46044000000053555,46044000000053039,2025-06-22,0,25,6,2,2025,,,,48,48,48
46044000000055008,46044000000052561,46044000000053039,2023-12-10,0,49,12,4,2023,,,,16,16,16
46044000000055009,46044000000052474,46044000000056021,2022-10-08,6,40,10,4,2022,,,,24,24,24
46044000000057006,46044000000052470,46044000000057008,2024-03-10,0,10,3,1,2024,,,,29,29,29
46044000000058011,46044000000052557,46044000000056021,2025-02-15,6,7,2,1,2025,,,,19,19,19
46044000000058014,46044000000052578,46044000000053040,2022-01-04,2,1,1,1,2022,,,,28,28,28
46044000000054018,46044000000053498,46044000000056021,2023-06-10,6,23,6,2,2023,,,,23,23,23
46044000000056016,46044000000052494,46044000000054027,2024-05-18,6,20,5,2,2024,,,,47,47,47
46044000000054017,46044000000054487,46044000000053040,2024-12-10,2,50,12,4,2024,,,,37,37,37
46044000000052018,46044000000053576,46044000000052021,2024-11-01,5,44,11,4,2024,,,,50,50,50
46044000000056013,46044000000054492,46044000000053040,2023-08-14,1,33,8,3,2023,,,,48,48,48
46044000000058014,46044000000053557,46044000000054027,2022-10-16,0,41,10,4,2022,,,,26,26,26
46044000000055007,46044000000053531,46044000000054027,2023-05-12,5,19,5,2,2023,,,,16,16,16
46044000000056016,46044000000053577,46044000000056021,2022-06-02,4,22,6,2,2022,,,,25,25,25
46044000000058014,46044000000052464,46044000000054027,2022-11-05,6,44,11,4,2022,,,,25,25,25
46044000000056015,46044000000054499,46044000000058017,2022-05-14,6,19,5,2,2022,,,,28,28,28
46044000000055006,46044000000053598,46044000000058017,2024-12-12,4,50,12,4,2024,,,,21,21,21
