district_id,police_station_id,crime_category_id,incident_registered_date,count
KA-04,Kodihalli PS,Vehicle Theft,2022-12-23,10
KA-17,Betageri Extention PS,Fraud,2025-03-07,10
KA-06,Anavatti PS,Kidnapping,2022-05-12,10
KA-06,Humnabad PS,Burglary,2024-06-11,10
KA-16,Munirabad PS,Kidnapping,2024-08-28,10
KA-05,Surathkal PS,Robbery,2024-05-15,10
KA-08,Mico Layout PS,Kidnapping,2022-10-05,10
KA-25,Turvihal PS,Murder,2023-12-25,10
KA-31,Nandi Girighama PS,Fraud,2024-09-23,10
KA-30,SouthEast CEN Crime PS,Drug Offence,2025-05-01,10
KA-22,Devaraja PS,Kidnapping,2022-11-11,10
KA-26,Mambali PS,Drug Offence,2024-08-02,10
KA-05,Bhadravathi Old Town PS,Cyber Crime,2024-07-04,10
KA-25,Tekkalkota PS,Fraud,2022-12-22,10
KA-09,Jewargi PS,Vehicle Theft,2024-06-23,10
KA-12,Sirsi Town PS,Cyber Crime,2023-08-23,10
KA-24,Tadas PS,Robbery,2025-02-25,10
KA-25,APMC Navanagar,Domestic Violence,2023-02-28,10
KA-31,Gandhi Nagar PS,Burglary,2022-10-26,10
KA-16,M.K. Doddi PS,Domestic Violence,2023-11-22,10
KA-25,Jigani PS,Fraud,2023-03-08,10
KA-06,T.B. Dam PS,Theft,2024-03-21,10
KA-08,Udayagiri PS,Burglary,2022-10-14,10
KA-26,Abbinahole PS,Cyber Crime,2022-05-22,10
KA-10,Jamakhandi Town PS,Domestic Violence,2023-11-26,10
KA-21,Sadashivanagar PS,Domestic Violence,2022-06-09,10
KA-15,Ramanagara Women PS,Robbery,2024-02-20,10
KA-15,Kembhavi PS,Fraud,2025-12-02,10
KA-13,Chamarajpet PS,Drug Offence,2025-12-18,10
KA-25,Mahalingapur PS,Robbery,2025-05-20,10
KA-05,Subramanya Nagar PS,Kidnapping,2024-09-15,10
KA-27,Yadgir Rural PS,Burglary,2023-01-26,10
KA-30,Mysore South PS,Assault,2025-07-01,10
KA-24,Bankapura PS,Cyber Crime,2023-01-12,10
KA-27,Belagavi City Women PS,Robbery,2024-09-14,10
KA-14,Sakkaraya Patna PS,Murder,2022-10-25,10
KA-29,Sringeri PS,Kidnapping,2024-12-24,10
KA-11,Konaje PS,Fraud,2025-11-01,10
KA-05,Napoklu PS,Robbery,2024-05-26,10
KA-04,Bellanduru PS,Kidnapping,2025-08-24,10
KA-09,Anavatti PS,Robbery,2023-08-19,10
KA-11,Tiptur Town PS,Rioting,2023-05-14,10
KA-06,Chowka PS,Assault,2025-09-08,10
KA-23,Dhannura PS,Domestic Violence,2024-08-09,10
KA-22,Srirangapatna PS,Fraud,2024-09-18,10
KA-29,Jayanagar PS,Murder,2023-11-03,10
KA-26,Kencharlahalli PS,Cyber Crime,2025-02-07,10
KA-11,Byndoor PS,Burglary,2023-12-10,10
KA-29,Kalaburagi City CENCrime PS,Cyber Crime,2023-03-12,10
KA-17,Ponnampet PS,Rioting,2024-12-20,10
KA-11,Besagaraghalli PS,Domestic Violence,2022-04-17,10
KA-10,Azad Nagar PS,Vehicle Theft,2023-09-15,10
KA-26,K.B. Cross PS,Theft,2024-03-26,10
KA-21,Jnanabharathi PS,Cyber Crime,2024-04-02,10
KA-03,Kampli PS,Burglary,2024-02-05,10
KA-14,Kushtagi PS,Fraud,2022-01-05,10
KA-26,Vidyaranyarpuram PS,Vehicle Theft,2022-10-14,10
KA-12,Yamakanmardi PS,Fraud,2025-12-26,10
KA-11,Kembhavi PS,Drug Offence,2025-02-09,10
KA-25,Devara Hipparagi PS,Assault,2024-11-12,10
KA-20,Sadar Bazar PS,Drug Offence,2023-08-02,10
KA-29,Chittapura PS,Murder,2022-04-14,10
KA-02,Bidar Women PS,Robbery,2022-09-24,10
KA-02,Bidar Women PS,Domestic Violence,2022-09-24,10
KA-17,Doddaballapura Rural PS,Burglary,2022-12-17,10
KA-30,Jigani PS,Domestic Violence,2023-04-20,10
KA-27,Udupi CEN Crime PS,Cyber Crime,2024-05-23,10
KA-27,Basaralu PS,Domestic Violence,2022-09-25,10
KA-30,Maddur PS,Burglary,2024-03-06,10
KA-07,Kasabapeth PS,Domestic Violence,2022-04-11,10
KA-09,Holenarasipura Rural PS,Murder,2024-01-24,10
KA-12,Raibag PS,Assault,2024-06-12,10
KA-07,Yamakanmardi PS,Burglary,2025-01-07,10
KA-13,Hosahalli PS,Cyber Crime,2024-11-25,10
KA-13,Kamakshipalya PS,Kidnapping,2022-02-21,10
KA-24,Champion Reefs  PS,Vehicle Theft,2022-01-07,10
KA-21,Malavalli Town PS,Robbery,2022-11-08,10
KA-13,Manvi PS,Robbery,2022-06-13,10
KA-22,Vemagal PS,Rioting,2023-07-25,10
KA-19,Lingasugur PS,Drug Offence,2022-02-03,10
KA-08,Belagavi City CEN Crime PS,Burglary,2024-06-07,10
KA-15,Santemaralli PS,Kidnapping,2025-06-25,10
KA-28,CEN Crime PS Hubballi Dharwad City,Vehicle Theft,2023-11-24,10
KA-05,Vemagal PS,Robbery,2022-01-16,10
KA-19,Jagalur PS,Theft,2023-08-21,10
KA-05,K.R. Nagar PS,Cyber Crime,2025-04-06,10
KA-01,Saragur PS,Fraud,2022-07-24,10
KA-06,Udupi Women PS,Rioting,2024-04-02,10
KA-20,Kamasamudram PS,Assault,2024-06-03,10
KA-08,Bankapura PS,Kidnapping,2023-11-04,10
KA-27,Raibag PS,Vehicle Theft,2023-09-22,10
KA-09,Kushtagi PS,Vehicle Theft,2022-10-07,10
KA-01,Chittavadagi PS,Theft,2022-07-12,10
KA-24,Kampli PS,Theft,2024-01-09,10
KA-02,Vidyaranyarpuram PS,Robbery,2023-01-05,10
KA-20,Gandhi Nagar PS,Murder,2025-07-07,10
KA-27,Kamasamudram PS,Domestic Violence,2023-06-23,10
KA-10,Jayaprakash Nagar PS,Robbery,2022-02-01,10
KA-15,Chitradurga Women PS,Rioting,2024-10-12,10
KA-17,Kamakshipalya PS,Theft,2024-11-10,10
KA-11,Dharmasthala PS,Burglary,2024-01-12,10
KA-26,Patanayakanahalli PS,Assault,2025-12-02,10
KA-19,Hospet Town PS,Robbery,2025-12-13,10
KA-17,Turuvkere PS,Vehicle Theft,2024-10-20,10
KA-09,Mangalapet Market PS,Rioting,2023-05-01,10
KA-16,Shahapur PS,Domestic Violence,2022-04-01,10
KA-25,Sadar Bazar PS,Fraud,2023-07-23,10
KA-01,Balur PS,Murder,2025-08-06,10
KA-16,Dharwad Rural PS,Murder,2022-05-14,10
KA-20,Santemaralli PS,Burglary,2024-10-19,10
KA-27,Mangaluru South PS,Theft,2022-08-07,10
KA-01,Guttal PS,Murder,2023-09-27,10
KA-09,Kunchavaram PS,Theft,2024-08-10,10
KA-25,Channapatna Town PS,Burglary,2022-01-02,10
KA-26,Champion Reefs  PS,Assault,2022-04-27,10
KA-09,Kollegala Town PS,Drug Offence,2025-01-08,10
KA-26,Bilagi PS,Vehicle Theft,2022-12-19,10
KA-16,Chikkanayakanahalli PS,Drug Offence,2022-12-13,10
KA-27,Udupi CEN Crime PS,Rioting,2024-05-23,10
KA-02,Mahagoan PS,Cyber Crime,2023-12-07,10
KA-13,Hiriyur Rural PS,Drug Offence,2023-03-18,10
KA-07,Mico Layout PS,Drug Offence,2022-01-23,10
KA-13,City Market PS,Domestic Violence,2023-02-27,10
KA-27,Yelburga PS,Cyber Crime,2024-12-24,10
KA-19,Konanakunte PS,Drug Offence,2022-04-19,10
KA-04,Mangaluru North PS,Domestic Violence,2023-06-05,10
KA-31,Sindhanur Town PS,Cyber Crime,2023-05-07,10
KA-14,Mico Layout PS,Theft,2022-08-15,10
KA-03,Subramanya Nagar PS,Cyber Crime,2023-02-06,10
KA-13,Jamakhandi Town PS,Rioting,2023-03-27,10
KA-11,Besagaraghalli PS,Cyber Crime,2022-04-17,10
KA-07,Ballari Rural PS,Kidnapping,2022-01-06,10
KA-17,Dhannura PS,Murder,2025-12-09,10
KA-19,T.B. Dam PS,Vehicle Theft,2022-08-03,10
KA-11,Kapu PS,Murder,2023-06-07,10
KA-07,Devara Hipparagi PS,Fraud,2022-01-20,10
KA-26,Jigani PS,Kidnapping,2024-08-25,10
KA-24,Hubballi SubUrban PS,Rioting,2024-04-24,10
KA-07,APMC Navanagar,Cyber Crime,2025-09-18,10
KA-10,Kundapura PS,Burglary,2022-06-05,10
KA-17,Talakadu PS,Murder,2024-11-23,10
KA-07,Bharathi Nagar PS,Vehicle Theft,2023-09-07,10
KA-02,City Market PS,Vehicle Theft,2024-05-09,10
KA-30,Managoli PS,Assault,2022-12-09,10
KA-07,Jamakhandi Town PS,Vehicle Theft,2022-07-11,10
KA-06,Madanahipparga PS,Assault,2024-09-03,10
KA-12,Udupi Women PS,Domestic Violence,2023-03-15,10
KA-08,Vijayanagar PS,Cyber Crime,2025-05-19,10
KA-31,Sindhanur Town PS,Drug Offence,2023-05-07,10
KA-27,Kadaba PS,Fraud,2024-04-09,10
KA-01,Bhatkal Town PS,Vehicle Theft,2025-01-03,10
KA-04,Kalasipalya PS,Cyber Crime,2025-09-03,10
KA-01,Shikaripura Rural PS,Robbery,2025-10-11,10
KA-07,Yamakanmardi PS,Vehicle Theft,2025-01-07,10
KA-12,Kembhavi PS,Murder,2025-10-22,10
KA-05,Bagalkot Women PS,Domestic Violence,2024-11-14,10
KA-09,Kushtagi PS,Murder,2022-10-07,10
KA-14,Dhannura PS,Kidnapping,2022-07-16,10
KA-08,Bharathi Nagar PS,Burglary,2023-01-19,10
KA-12,Gownapalli PS,Vehicle Theft,2024-04-21,10
KA-11,Mangalapet Market PS,Drug Offence,2025-06-01,10
KA-26,Jigani PS,Domestic Violence,2024-08-25,10
KA-08,Lingasugur PS,Theft,2022-08-22,10
KA-14,Tumakur Rural PS,Robbery,2024-04-04,10
KA-12,Hiriyur Rural PS,Theft,2025-05-04,10
KA-19,Jalhalli PS,Burglary,2025-06-05,10
KA-25,Mangaluru South PS,Robbery,2024-07-09,10
KA-16,Chandrashekarpura PS,Robbery,2024-01-18,10
KA-10,Mysore South PS,Fraud,2022-02-28,10
KA-19,APMC Navanagar,Rioting,2025-10-27,10
KA-03,Agumbe PS,Assault,2022-02-03,10
KA-08,Teradal PS,Cyber Crime,2022-05-10,10
KA-06,P.D. Halli PS,Burglary,2023-02-05,10
KA-22,Kanakagiri PS,Drug Offence,2022-11-22,10
KA-02,Ramnagar PS,Robbery,2022-06-08,10
KA-23,Dhannura PS,Vehicle Theft,2024-08-09,10
KA-19,Shankarpura PS,Rioting,2025-08-12,10
KA-13,Mangalapet Market PS,Theft,2025-02-15,10
KA-10,Gadag CEN Crime PS,Theft,2025-08-28,10
KA-07,Haveri Town PS,Theft,2024-07-18,10
KA-14,Yadgir Rural PS,Burglary,2025-02-22,10
KA-15,Srirangapatna PS,Cyber Crime,2022-09-17,10
KA-08,Brahmavar PS,Vehicle Theft,2024-08-11,10
KA-20,Mayakonda PS,Assault,2024-07-08,10
KA-26,Bidar Town PS,Burglary,2024-01-18,10
KA-25,East CEN Crime PS,Kidnapping,2025-11-03,10
KA-18,Jalhalli PS,Kidnapping,2024-10-24,10
KA-24,Halageri PS,Drug Offence,2022-05-18,10
KA-05,Kadra PS,Theft,2024-05-08,10
KA-17,Imangala PS,Murder,2022-02-27,10
KA-03,Kushalnagar Town PS,Robbery,2022-01-24,10
KA-04,Whitefield PS,Vehicle Theft,2024-11-16,10
KA-12,Kembhavi PS,Theft,2025-10-22,10
KA-24,V.V. Puram PS,Rioting,2022-02-18,10
KA-24,Gadag Women PS,Assault,2024-09-16,10
KA-15,Vibanagara PS,Robbery,2025-05-28,10
KA-24,Yamakanmardi PS,Theft,2025-12-02,10
KA-25,Gadag Women PS,Drug Offence,2025-05-26,10
KA-09,Ghantikeri PS,Assault,2025-12-13,10
KA-09,Sagara Town PS,Theft,2023-04-25,10
KA-30,Chikkamagalur Women PS,Vehicle Theft,2024-03-16,10
KA-27,Kodagu Women PS,Rioting,2024-06-26,10
KA-13,Mangalapet Market PS,Burglary,2025-02-15,10
KA-01,Shikaripura Rural PS,Rioting,2025-10-11,10
KA-09,Abbinahole PS,Robbery,2022-08-13,10
KA-16,Ghantikeri PS,Vehicle Theft,2023-10-13,10
KA-08,Jayaprakash Nagar PS,Fraud,2025-03-09,10
KA-08,Kutta PS,Robbery,2025-10-25,10
KA-08,Jayanagar PS,Burglary,2022-08-04,10
KA-23,Madanahipparga PS,Assault,2023-09-25,10
KA-22,Navalgund PS,Rioting,2023-11-04,10
KA-12,Mandya West PS,Domestic Violence,2023-11-04,10
KA-25,Kallambella PS,Cyber Crime,2024-01-04,10
KA-25,Badavanahalli PS,Robbery,2024-04-18,10
KA-20,Santhebennur PS,Burglary,2024-11-12,10
KA-28,Konanakunte PS,Murder,2025-12-08,10
KA-20,Srimangala PS,Rioting,2023-07-04,10
KA-13,Hiriyur Rural PS,Rioting,2023-03-18,10
KA-11,Mangalapet Market PS,Burglary,2025-06-01,10
KA-17,Nanjanagudu Town PS,Theft,2022-06-03,10
KA-14,Besagaraghalli PS,Burglary,2024-04-19,10
KA-15,Malpe PS,Robbery,2024-11-10,10
KA-26,Kalasa PS,Drug Offence,2023-05-09,10
KA-26,Haveri Town PS,Drug Offence,2023-03-14,10
KA-15,Shikaripura Rural PS,Kidnapping,2022-03-15,10
KA-03,Chikkajala PS,Domestic Violence,2025-04-07,10
KA-21,Attibele PS,Robbery,2023-01-04,10
KA-22,Jayaprakash Nagar PS,Burglary,2023-03-16,10
KA-10,Konaje PS,Drug Offence,2024-06-21,10
KA-19,Sanjay Nagara PS,Domestic Violence,2023-02-17,10
KA-27,Konanakunte PS,Rioting,2025-06-07,10
KA-25,Naragund PS,Vehicle Theft,2025-05-20,10
KA-19,Doddawad PS,Theft,2024-01-23,10
KA-27,Karwar Town PS,Assault,2022-08-24,10
KA-01,Shakti Nagar PS,Cyber Crime,2022-01-18,10
KA-14,Ron PS,Burglary,2022-10-27,10
KA-22,Yedrami PS,Robbery,2023-11-19,10
KA-05,Banavasi PS,Burglary,2025-01-19,10
KA-16,Hunusur Town PS,Vehicle Theft,2025-12-02,10
KA-26,Bhatkal Town PS,Murder,2024-09-15,10
KA-24,Hullahalli PS,Assault,2023-08-21,10
KA-14,Kembhavi PS,Kidnapping,2022-04-11,10
KA-09,K.R. Pet Town PS,Drug Offence,2022-03-18,10
KA-30,Srirangapatna PS,Drug Offence,2025-10-17,10
KA-08,Hampi Tourism PS,Drug Offence,2023-01-06,10
KA-17,Mallanduru PS,Murder,2023-09-22,10
KA-18,Bailhongal PS,Murder,2022-11-10,10
KA-28,Gandhi Nagar PS,Burglary,2025-09-16,10
KA-03,Gadag Women PS,Domestic Violence,2023-01-02,10
KA-03,Mambali PS,Drug Offence,2024-08-12,10
KA-01,Ramnagar PS,Robbery,2025-02-05,10
KA-30,Metagalli PS,Assault,2022-03-23,10
KA-08,K.R. Pet Town PS,Cyber Crime,2024-07-23,10
KA-06,Turvihal PS,Murder,2025-10-21,10
KA-06,Commercial Street PS,Assault,2023-01-03,10
KA-12,Kempegowda Nagar PS,Murder,2023-02-25,10
KA-12,Chandrashekarpura PS,Murder,2022-08-06,10
KA-26,Mulbagal Rural PS,Theft,2022-02-01,10
KA-16,Manvi PS,Domestic Violence,2024-02-17,10
KA-08,Kuvempunagar PS,Fraud,2025-08-15,10
KA-02,Bidar Women PS,Fraud,2022-09-24,10
KA-01,Mico Layout PS,Assault,2025-09-27,10
KA-05,Kadra PS,Rioting,2024-05-08,10
KA-26,Belagavi Rural PS,Drug Offence,2024-10-22,10
KA-21,Kodagu Women PS,Burglary,2025-10-05,10
KA-19,Konanakunte PS,Domestic Violence,2022-04-19,10
KA-24,Madanahipparga PS,Cyber Crime,2022-03-04,10
KA-29,Vyalikaval PS,Murder,2022-10-26,10
KA-04,Ashoknagar PS,Vehicle Theft,2023-06-27,10
KA-15,H.S.R.Layout PS,Fraud,2022-02-07,10
KA-18,Dandeli Town PS,Vehicle Theft,2025-07-02,10
KA-29,Vemagal PS,Murder,2023-05-12,10
KA-08,Sandur PS,Vehicle Theft,2023-05-25,10
KA-07,Subramanya Nagar PS,Kidnapping,2022-12-17,10
KA-29,Kalaburagi City CENCrime PS,Fraud,2023-03-12,10
KA-03,Tavaregera PS,Rioting,2024-05-08,10
KA-14,Khadakalat PS,Domestic Violence,2023-10-05,10
KA-24,Tekkalkota PS,Kidnapping,2022-03-15,10
KA-17,Belur PS,Robbery,2022-01-18,10
KA-02,Kalaburagi City CENCrime PS,Burglary,2023-02-01,10
KA-22,Turuvkere PS,Vehicle Theft,2024-07-23,10
KA-31,Jagalur PS,Vehicle Theft,2023-08-13,10
KA-11,Shahapura PS,Robbery,2023-11-07,10
KA-12,Yamakanmardi PS,Kidnapping,2025-12-26,10
KA-17,Viveknagar PS,Robbery,2022-02-20,10
KA-25,Gandhi Chowk PS,Fraud,2022-05-28,10
KA-06,Raibag PS,Robbery,2025-07-11,10
KA-12,Chandrashekarpura PS,Cyber Crime,2024-09-15,10
KA-04,Hortti PS,Murder,2024-12-07,10
KA-26,Mannalli PS,Murder,2023-10-25,10
KA-18,Mayakonda PS,Robbery,2022-12-16,10
KA-08,Chigateri PS,Theft,2024-04-14,10
KA-23,Kempegowda Nagar PS,Murder,2024-04-23,10
KA-11,Ghantikeri PS,Fraud,2024-03-06,10
KA-28,Balur PS,Assault,2025-08-06,10
KA-01,Kamasamudram PS,Assault,2022-03-01,10
KA-24,Malur PS,Kidnapping,2023-02-25,10
KA-14,Siruguppa PS,Burglary,2022-05-03,10
KA-01,Govindaraja Nagar PS,Domestic Violence,2024-04-24,10
KA-07,Sindhanur Town PS,Robbery,2022-09-01,10
KA-23,Mysore South PS,Drug Offence,2023-12-07,10
KA-29,Sira PS,Cyber Crime,2023-08-08,10
KA-13,Koratagere PS,Assault,2025-05-20,10
KA-17,Dhannura PS,Domestic Violence,2025-12-09,10
KA-28,Gandasi PS,Fraud,2024-01-05,10
KA-20,Anavatti PS,Robbery,2022-06-28,10
KA-19,Halageri PS,Assault,2025-10-14,10
KA-16,Thilakwadi PS,Rioting,2023-06-04,10
KA-01,Vijayapura PS,Domestic Violence,2022-05-01,10
KA-17,Chowka PS,Assault,2025-12-17,10
KA-24,Belur PS,Burglary,2023-04-24,10
KA-03,Gandhi Nagar PS,Rioting,2022-04-22,10
KA-29,Madiwala PS,Murder,2025-12-12,10
KA-04,Abbinahole PS,Murder,2023-09-24,10
KA-01,Dandeli Town PS,Kidnapping,2023-12-15,10
KA-19,Malur PS,Drug Offence,2022-05-13,10
KA-17,Doddaballapura Rural PS,Domestic Violence,2022-12-17,10
KA-18,Lakkavalli PS,Kidnapping,2025-02-20,10
KA-13,Bankapura PS,Drug Offence,2022-02-27,10
KA-04,Halageri PS,Assault,2025-01-17,10
KA-23,Jagalur PS,Fraud,2025-11-15,10
KA-13,Devalagangapur PS,Domestic Violence,2023-09-08,10
KA-27,Mahagoan PS,Assault,2024-01-20,10
KA-02,City Market PS,Murder,2022-08-18,10
KA-21,Nandini Layout PS,Cyber Crime,2022-10-20,10
KA-17,Raichur Women PS,Murder,2024-01-23,10
KA-06,Kamakshipalya PS,Burglary,2025-04-22,10
KA-13,City Market PS,Rioting,2023-02-27,10
KA-13,Hirehadagali PS,Vehicle Theft,2023-09-01,10
KA-23,Vidyaranyarpuram PS,Kidnapping,2022-07-12,10
KA-24,Avalahally PS,Theft,2023-08-28,10
KA-14,Varthur PS,Rioting,2025-07-05,10
KA-21,Navalgund PS,Drug Offence,2024-10-09,10
KA-24,Malavalli Town PS,Robbery,2022-03-07,10
KA-20,Ranebennur Town PS,Cyber Crime,2025-09-20,10
KA-09,Abbinahole PS,Drug Offence,2022-08-13,10
KA-07,Mayakonda PS,Drug Offence,2024-12-24,10
KA-25,Mangaluru South PS,Assault,2024-07-09,10
KA-01,Kempapura Agrahara PS,Murder,2022-03-26,10
KA-19,Guttal PS,Vehicle Theft,2024-12-22,10
KA-10,Mysore South PS,Theft,2024-11-18,10
KA-03,Hampi Tourism PS,Murder,2024-01-19,10
KA-18,Gandhi Nagar PS,Rioting,2024-11-23,10
KA-17,Chowka PS,Cyber Crime,2025-12-17,10
KA-17,Turuvkere PS,Rioting,2022-09-13,10
KA-17,Shikaripura Rural PS,Vehicle Theft,2022-01-26,10
KA-28,Chandra Layout PS,Assault,2024-12-02,10
KA-30,Ankali PS,Murder,2025-01-15,10
KA-24,Kodagu Women PS,Robbery,2023-11-24,10
KA-12,Sindhanur Town PS,Fraud,2025-10-25,10
KA-11,Sagara Town PS,Assault,2024-01-07,10
KA-11,T.B. Dam PS,Kidnapping,2025-03-27,10
KA-14,Sringeri PS,Burglary,2022-11-14,10
KA-23,Lakkavalli PS,Drug Offence,2025-06-08,10
KA-17,Turuvkere PS,Assault,2024-07-09,10
KA-18,Balur PS,Assault,2024-03-13,10
KA-06,Ghantikeri PS,Kidnapping,2024-06-03,10
KA-15,Napoklu PS,Fraud,2023-03-12,10
KA-12,Sadashivanagar PS,Kidnapping,2023-10-06,10
KA-03,Tavaregera PS,Domestic Violence,2024-05-08,10
KA-26,Hospet Town PS,Assault,2025-12-06,10
KA-11,Bajpe PS,Robbery,2025-10-23,10
KA-08,Belagavi City Women PS,Murder,2024-09-10,10
KA-17,Saragur PS,Murder,2025-07-27,10
KA-07,Mangaluru South PS,Theft,2025-11-16,10
KA-01,Bajpe PS,Burglary,2022-05-18,10
KA-10,Jayaprakash Nagar PS,Cyber Crime,2022-02-01,10
KA-14,Whitefield PS,Theft,2025-05-15,10
KA-01,Kencharlahalli PS,Rioting,2024-02-15,10
KA-18,T.B. Dam PS,Kidnapping,2022-01-27,10
KA-14,Ranebennur Town PS,Rioting,2024-07-03,10
KA-06,Byndoor PS,Fraud,2025-05-01,10
KA-27,Shahapur PS,Fraud,2025-02-27,10
KA-07,City Market PS,Domestic Violence,2022-06-22,10
KA-24,Jayaprakash Nagar PS,Assault,2023-09-07,10
KA-10,Jayaprakash Nagar PS,Theft,2022-02-01,10
KA-03,Malpe PS,Cyber Crime,2022-02-07,10
KA-30,Hortti PS,Kidnapping,2025-11-13,10
KA-06,Shankarpura PS,Assault,2022-03-23,10
KA-18,Balur PS,Fraud,2023-01-18,10
KA-12,Belagavi Rural PS,Robbery,2023-02-16,10
KA-18,Manvi PS,Fraud,2022-12-03,10
KA-13,Devalagangapur PS,Theft,2023-09-08,10
KA-07,Kodagu Women PS,Assault,2024-03-23,10
KA-01,Hirisave PS,Fraud,2023-01-26,10
KA-24,Gadag Women PS,Kidnapping,2024-09-16,10
KA-11,Yelahanka PS,Drug Offence,2025-04-05,10
KA-17,Viveknagar PS,Cyber Crime,2022-02-20,10
KA-19,Ankali PS,Robbery,2022-07-27,10
KA-24,Honnali PS,Drug Offence,2022-07-12,10
KA-11,Mangaluru North PS,Burglary,2022-02-22,10
KA-07,Santhebennur PS,Kidnapping,2023-11-10,10
KA-13,Mangalapet Market PS,Kidnapping,2025-02-15,10
KA-26,Bhadravathi Rural PS,Burglary,2022-01-27,10
KA-11,Mannalli PS,Murder,2022-01-09,10
KA-13,Ankali PS,Burglary,2022-09-07,10
KA-06,Turvihal PS,Cyber Crime,2025-08-23,10
KA-30,Vidyaranyarpuram PS,Robbery,2025-03-03,10
KA-13,K.T.J Nagar PS,Robbery,2022-09-26,10
KA-21,Khadebazar PS,Theft,2025-03-14,10
KA-19,Yedrami PS,Fraud,2025-05-10,10
KA-06,Uppinangadi PS,Cyber Crime,2023-05-27,10
KA-24,Dandeli Town PS,Theft,2024-02-21,10
KA-03,Kadra PS,Cyber Crime,2024-03-13,10
KA-31,Gokak Rural PS,Assault,2024-08-11,10
KA-18,Dharmasthala PS,Theft,2022-02-27,10
KA-11,Khadakalat PS,Drug Offence,2025-06-15,10
KA-19,Chitradurga Women PS,Robbery,2023-10-02,10
KA-21,Chowka PS,Theft,2023-09-09,10
KA-04,Malkhed PS,Assault,2022-02-21,10
KA-21,Byatarayanapura PS,Kidnapping,2023-11-26,10
KA-24,Hullahalli PS,Theft,2023-08-21,10
KA-20,Byndoor PS,Vehicle Theft,2022-01-19,10
KA-10,Turvihal PS,Domestic Violence,2025-02-27,10
KA-15,Arakere PS,Kidnapping,2025-02-25,10
KA-22,Attibele PS,Cyber Crime,2023-05-19,10
KA-09,Kanakagiri PS,Domestic Violence,2023-11-24,10
KA-21,Hassan CEN Crime PS,Assault,2023-03-25,10
KA-12,Hullahalli PS,Vehicle Theft,2022-05-14,10
KA-07,Belagavi City Women PS,Drug Offence,2024-01-28,10
KA-09,Yamakanmardi PS,Burglary,2025-06-16,10
KA-27,Kadra PS,Burglary,2024-12-25,10
KA-31,H.S.R.Layout PS,Burglary,2022-04-26,10
KA-14,Varthur PS,Assault,2025-07-05,10
KA-22,Huliyar PS,Drug Offence,2024-09-06,10
KA-11,Shikaripura Rural PS,Drug Offence,2023-08-18,10
KA-11,Holenarasipura Rural PS,Drug Offence,2025-11-21,10
KA-04,Kampli PS,Burglary,2025-07-23,10
KA-24,Malavalli Town PS,Drug Offence,2022-03-07,10
KA-30,Shahapur PS,Fraud,2024-03-12,10
KA-17,Sanjay Nagara PS,Kidnapping,2022-02-09,10
KA-05,Raichur Women PS,Robbery,2024-02-25,10
KA-21,Kasabapeth PS,Rioting,2023-04-07,10
KA-04,Kembhavi PS,Rioting,2025-12-26,10
KA-25,Devara Hipparagi PS,Kidnapping,2024-11-12,10
KA-14,Kampli PS,Cyber Crime,2025-02-24,10
KA-03,Jayanagara PS,Drug Offence,2024-08-03,10
KA-17,Bemalkhed PS,Fraud,2024-05-23,10
KA-26,Kalasa PS,Domestic Violence,2023-05-09,10
KA-30,Shahapura PS,Cyber Crime,2022-02-22,10
KA-22,Sagara Town PS,Domestic Violence,2022-03-11,10
KA-17,Mambali PS,Robbery,2024-02-17,10
KA-31,Gokak Rural PS,Domestic Violence,2023-09-09,10
KA-09,Mayakonda PS,Murder,2023-07-28,10
KA-15,Kadaba PS,Drug Offence,2025-01-06,10
KA-06,Hassan Women PS,Rioting,2023-10-26,10
KA-14,Sampigehalli PS,Assault,2022-09-04,10
KA-08,Hokrana PS,Robbery,2022-01-24,10
KA-26,Hospet Town PS,Domestic Violence,2022-12-07,10
KA-28,Devalagangapur PS,Burglary,2023-04-28,10
KA-21,Nelamangala Town PS,Theft,2023-02-18,10
KA-21,Shanthapur PS,Rioting,2024-03-19,10
KA-08,Shikaripura Rural PS,Murder,2024-11-08,10
KA-22,V.V. Puram PS,Murder,2022-09-10,10
KA-31,Gokarna PS,Burglary,2025-10-14,10
KA-06,Srimangala PS,Robbery,2025-03-04,10
KA-14,Mangaluru South PS,Domestic Violence,2022-07-18,10
KA-10,Besagaraghalli PS,Murder,2024-11-22,10
KA-25,Gadag Women PS,Kidnapping,2025-05-26,10
KA-17,Doddaballapura Rural PS,Kidnapping,2022-12-17,10
KA-07,Tiptur Town PS,Kidnapping,2023-06-22,10
KA-09,Abbinahole PS,Cyber Crime,2022-08-13,10
KA-18,V.V. Puram PS,Assault,2025-11-24,10
KA-16,Byappanahalli PS,Fraud,2024-10-19,10
KA-18,Imangala PS,Robbery,2024-09-22,10
KA-07,Bharathi Nagar PS,Assault,2023-09-07,10
KA-08,Balur PS,Robbery,2023-03-13,10
KA-29,Kollegala Town PS,Robbery,2023-03-06,10
KA-31,Jalhalli PS,Vehicle Theft,2022-12-18,10
KA-21,Metagalli PS,Burglary,2025-08-13,10
KA-29,Revoor PS,Drug Offence,2024-11-09,10
KA-30,Saragur PS,Vehicle Theft,2022-09-12,10
KA-19,Alur PS,Rioting,2025-06-22,10
KA-09,Byatarayanapura PS,Cyber Crime,2022-02-07,10
KA-27,Gownapalli PS,Fraud,2025-11-05,10
